address,availabilityStarts,description,image,latitude,longitude,name,numberOfRooms,price,url,floor,area_living,area_total,ceiling_height,floor_count,price_sqm,id,built_year,area_kitchen,room_count
"вул. Марсельська, селище Котовського, Суворовський, Одеса",2023-06-11T01:38:47+00:00,Сдам 1 комнатную квартиру расположенную Марсельская - Днепропктровская дорога на 2 этаже 9 этажного дома в теплом кирпичном домн. Плита газовая. Уютная квартира с косметическим ремонтом МТП окна балкон застеклен. Есть все необходимое для комфортной...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972842895.webp,46.572545,30.787097,вул. Марсельська,1,3500 UAH,https://flatfy.ua/uk/realty/429192330,,,30,,,117,429192330,,,1
"вул. Ковалевського (Пішонівська), Молдаванка, Приморський, Одеса",2023-06-09T08:22:40+00:00,Сдам 1 но комнатную в новом доме Дача Ковалевского 2/4общ по. 40м.+ терраса 15 м современный ремонт необходимая современная мебель вся бытовая техника для спокойного комфортного проживания 6000 гр тел 0671293601.0662421198,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972430963.webp,46.485919,30.715232,вул. Ковалевського (Пішонівська),1,6000 UAH,https://flatfy.ua/uk/realty/428754409,2,18,40,,4,150,428754409,,10,1
"114, вул. Корольова, Таїрова, Київський, Одеса",2023-06-10T08:55:13+00:00,Сдам 3 комнатную квартиру на Королева / Архитекторская 3 й этаж/10 ти общ 95 метров три комнаты раздельные балкон лоджия Кухня с газ плитой. Ремонтв квартире есть вся бытовая техника и мебель Шкафы две кровати диван 2 кондиционера 2 ТВ интернет...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972430017.webp,46.386171,30.722144,"вул. Корольова, 114",3,9000 UAH,https://flatfy.ua/uk/realty/428752880,3,48,95,2.6,10,95,428752880,1984,12,3
"вул. Бочарова, селище Котовського, Суворовський, Одеса",2023-06-03T11:46:01+00:00,Квартира с ремонтом имеется вся необходимая мебель и бытовая техника хороший район всё в шаговой доступности,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972429919.webp,46.586767,30.79838,вул. Бочарова,1,6000 UAH,https://flatfy.ua/uk/realty/428752709,10,18,45,,10,133,428752709,,10,1
"Обсерваторний пров., Ланжерон, Приморський, Одеса",2023-06-09T08:22:40+00:00,Сдам 3х комнатную квартиру в районе парка Шевченко пляж Ланжерон пер Обсерваторный бель 10 общ пл. 100 м комнаты раздельные современный ремонт необходимая современная мебель вся бытовая техника для спокойного комфортного проживания 13000 гр тел 0671193601...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972424341.webp,46.473601,30.758064,Обсерваторний пров.,3,13000 UAH,https://flatfy.ua/uk/realty/428743485,1,65,100,,10,130,428743485,,15,3
"34/36, вул. Катерининська (Карла Маркса), Центр, Приморський, Одеса",2023-06-11T06:54:15+00:00,Сдам 2,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972422268.webp,46.4790906992733,30.7378630119745,"вул. Катерининська (Карла Маркса), 34/36",1,10000 UAH,https://flatfy.ua/uk/realty/428734130,2,15,45,,3,222,428734130,,15,1
"60в, бульв. Французький, Аркадія, Приморський, Одеса",2023-06-09T14:47:57+00:00,Прямой вид на море и фонтан! 9-жемчужина. Тихий двор. Большая кровать 1.80..очень чисто и аккуратно.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972417891.webp,46.437679,30.767244,"бульв. Французький, 60в",1,24000 UAH,https://flatfy.ua/uk/realty/428711680,7,,72,3,22,333,428711680,2015,10,1
"59/1, вул. Донського, Дмитриївка, Київський, Одеса",2023-06-10T11:56:10+00:00,Сдается 2 к студия в ЖК Пространство на Донского. Качественный ремонт. Просторная лоджия. Двор с озеленением. Подземный паркинг.,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973584570.webp,46.418038,30.736721,"вул. Донського, 59/1",2,11500 UAH,https://flatfy.ua/uk/realty/436961311,6,,51,3,7,225,436961311,2020,15,2
"Черемушки, Київський, Одеса",2023-06-09T14:57:20+00:00,Однокомнатная-кухня-8. Комната-18 метров квадратных.Тихий район зелёный. Рядом парк Горького. Школа с обустроенным стадионом. Детские сады. Удобная транспорт развязка. Автостоянка бесплатно под окнами.8 этаж-9 этажки.Бомбоубежище в подвале оборудовано...,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/973468768.webp,no_data_get,no_data_get,Сдам однокомнатную квартиру. Черемушки. Малосемейка.,1,4500 UAH,https://flatfy.ua/uk/realty/434777225,8,,34,,9,132,434777225,,8,1
"4в, вул. Артилерійська, Суднобудівний сел., Малиновський, Одеса",2023-06-10T10:58:54+00:00,- Аренда большой семейной 3к в Новом Доме - ЖК ФАВОРИТ - Ул. Краснова - три комнаты / 85м2 - полностью укомплектованная всем необходимым - закрытый дворик с бесплатным паркингом - чистая уютная квартира готовая к сдаче - цена - 14.000 грн,https://lunappimg.appspot.com/lun-ua/414/336/images-cropped/972600654.webp,46.44698,30.734881,"вул. Артилерійська, 4в",3,14000 UAH,https://flatfy.ua/uk/realty/428802585,9,,85,2.8,12,165,428802585,2012,28,3
